table_name,column_name,data_type,position,description,approx_rows_in_table
chars,votedfor1yr,double precision,38,VotedFor1yr,0
chars,votedfor2yr,double precision,39,VotedFor2yr,0
chars,votedfor3yr,double precision,40,VotedFor3yr,0
chars,note,character varying(400),41,Note,0
chars,aq,character varying(95),42,AQ,0
chars,ar,character varying(19),43,AR,0
chars,data_year,double precision,44,,0
chars,irrcpr_company_id,character varying(1),45,,0
chars,iss_companyid,double precision,46,,0
chars,indexname,character varying(26),47,indexname,0
chars,cusip_6,character varying(6),48,,0
chars,meeting_date,date,49,,0
chars,issue_code,double precision,50,,0
chars,meeting_code,character varying(15),51,,0
chars,company_name,character varying(80),52,,0
chars,resolution,character varying(120),53,,0
chars,resolution_type,character varying(3),54,,0
chars,other_status,character varying(14),55,,0
chars,foot_note,character varying(3),56,,0
chars,omit_reason,character varying(4),57,,0
chars,sponsor_name,character varying(255),58,,0
chars,sponsor_type,character varying(16),59,,0
chars,majoritysupported,character varying(3),60,,0
chars,share_based_votes,character varying(1),61,,0
chars,vote_for_percentage,double precision,62,,0
chars,votes1yr,double precision,63,votes1yr,0
chars,votes2yr,double precision,64,votes2yr,0
chars,votes3yr,double precision,65,votes3yr,0
chars,institutionid,double precision,66,,0
chars,npxfileid,character varying(20),67,,0
chars,institutionname,character varying(255),68,,0
chars,fundid,double precision,69,,0
chars,fundname,character varying(255),70,,0
chars,companyname,character varying(80),71,,0
chars,securityid,character varying(14),72,,0
chars,securitytypeid,double precision,73,,0
chars,version,character varying(50),74,,0
chars,mgtrec,character varying(20),75,,0
chars,fundvote,character varying(20),76,,0
chars_mf,companyid,double precision,1,CompanyID,0
chars_mf,name,character varying(80),2,Name,0
chars_mf,countryofinc,character varying(27),3,CountryOfInc,0
chars_mf,ticker,character varying(20),4,Ticker,0
chars_mf,cusip,character varying(11),5,CUSIP,0
chars_mf,meetingid,double precision,6,MeetingID,0
chars_mf,meetingdate,date,7,MeetingDate,0
chars_mf,meetingtype,character varying(16),8,MeetingType,0
chars_mf,recorddate,date,9,RecordDate,0
chars_mf,meetingresultstatus,character varying(8),10,MeetingResultStatus,0
chars_mf,meetingdisclosurestatus,character varying(13),11,MeetingDisclosureStatus,0
chars_mf,capitalrepresentedshares,double precision,12,CapitalRepresentedShares,0
chars_mf,capitalrepresentedsharespercenta,double precision,13,CapitalRepresentedSharesPercentage,0
chars_mf,votesrepresentedshares,double precision,14,VotesRepresentedShares,0
chars_mf,votesrepresentedsharespercentage,double precision,15,VotesRepresentedSharesPercentage,0
chars_mf,agendachangedyn,double precision,16,AgendaChangedYN,0
chars_mf,sponsor,character varying(11),17,Sponsor,0
chars_mf,issagendaitemid,character varying(5),18,ISSagendaItemID,0
chars_mf,agendageneraldesc,character varying(121),19,AgendaGeneralDesc,0
chars_mf,itemonagendaid,double precision,20,ItemOnAgendaID,0
chars_mf,itemdesc,character varying(257),21,ItemDesc,0
chars_mf,ballotitemnumber,character varying(5),22,BallotItemNumber,0
chars_mf,seqnumber,double precision,23,SeqNumber,0
chars_mf,mgmtrec,character varying(11),24,MGMTrec,0
chars_mf,voterequirement,double precision,25,VoteRequirement,0
chars_mf,base,character varying(15),26,Base,0
chars_mf,outstandingshare,double precision,27,OutstandingShare,0
chars_mf,votedfor,double precision,28,VotedFor,0
chars_mf,forpct,double precision,29,ForPct,0
chars_mf,votedagainst,double precision,30,VotedAgainst,0
chars_mf,againstpct,double precision,31,AgainstPct,0
chars_mf,votedabstain,double precision,32,VotedAbstain,0
chars_mf,brokernonvote,double precision,33,BrokerNonVote,0
chars_mf,votedwithheld,character varying(1),34,VotedWithheld,0
chars_mf,voteresult,character varying(14),35,VoteResult,0
chars_mf,decidedby,character varying(13),36,DecidedBy,0
chars_mf,requirement,character varying(13),37,Requirement,0
chars_mf,votedfor1yr,double precision,38,VotedFor1yr,0
chars_mf,votedfor2yr,double precision,39,VotedFor2yr,0
chars_mf,votedfor3yr,double precision,40,VotedFor3yr,0
chars_mf,note,character varying(400),41,Note,0
chars_mf,aq,character varying(95),42,AQ,0
chars_mf,ar,character varying(19),43,AR,0
chars_mf,data_year,double precision,44,,0
chars_mf,irrcpr_company_id,character varying(1),45,,0
chars_mf,iss_companyid,double precision,46,,0
chars_mf,indexname,character varying(26),47,indexname,0
chars_mf,cusip_6,character varying(6),48,,0
chars_mf,meeting_date,date,49,,0
chars_mf,issue_code,double precision,50,,0
chars_mf,meeting_code,character varying(15),51,,0
chars_mf,company_name,character varying(80),52,,0
chars_mf,resolution,character varying(120),53,,0
chars_mf,resolution_type,character varying(3),54,,0
chars_mf,other_status,character varying(14),55,,0
chars_mf,foot_note,character varying(3),56,,0
chars_mf,omit_reason,character varying(4),57,,0
chars_mf,sponsor_name,character varying(255),58,,0
chars_mf,sponsor_type,character varying(16),59,,0
chars_mf,majoritysupported,character varying(3),60,,0
chars_mf,share_based_votes,character varying(1),61,,0
chars_mf,vote_for_percentage,double precision,62,,0
chars_mf,votes1yr,double precision,63,votes1yr,0
chars_mf,votes2yr,double precision,64,votes2yr,0
chars_mf,votes3yr,double precision,65,votes3yr,0
chars_mf,institutionid,double precision,66,,0
chars_mf,npxfileid,character varying(20),67,,0
chars_mf,institutionname,character varying(255),68,,0
chars_mf,fundid,double precision,69,,0
chars_mf,fundname,character varying(255),70,,0
chars_mf,companyname,character varying(80),71,,0
chars_mf,securityid,character varying(14),72,,0
chars_mf,securitytypeid,double precision,73,,0
chars_mf,version,character varying(50),74,,0
chars_mf,mgtrec,character varying(20),75,,0
chars_mf,fundvote,character varying(20),76,,0
mf_company_names,companyid,double precision,1,,42629
mf_company_names,companyname,character varying(110),2,,42629
mf_institution_names,institutionid,double precision,1,,899
mf_institution_names,institutionname,character varying(100),2,,899
voteanalysis_npx,institutionname,character varying(100),1,,238529088
voteanalysis_npx,institutionid,double precision,2,,238529088
voteanalysis_npx,fundname,character varying(200),3,,238529088
voteanalysis_npx,fundid,double precision,4,,238529088
voteanalysis_npx,companyid,double precision,5,,238529088
voteanalysis_npx,companyname,character varying(110),6,,238529088
voteanalysis_npx,countryofinc,character varying(25),7,,238529088
voteanalysis_npx,securityid,character varying(12),8,,238529088
voteanalysis_npx,securitytypeid,double precision,9,,238529088
voteanalysis_npx,version,character varying(40),10,,238529088
voteanalysis_npx,meetingid,double precision,11,,238529088
voteanalysis_npx,meetingdate,date,12,,238529088
voteanalysis_npx,issagendaitemid,character varying(5),13,,238529088
voteanalysis_npx,agendageneraldesc,character varying(270),14,,238529088
voteanalysis_npx,itemonagendaid,double precision,15,,238529088
voteanalysis_npx,seqnumber,double precision,16,,238529088
voteanalysis_npx,ballotitemnumber,character varying(5),17,,238529088
voteanalysis_npx,itemdesc,character varying(270),18,,238529088
voteanalysis_npx,mgtrec,character varying(11),19,,238529088
voteanalysis_npx,fundvote,character varying(11),20,,238529088
voteanalysis_npx,npxfileid,character varying(23),21,,238529088
voteanalysis_npx,fundcik,double precision,22,,238529088
voteanalysis_npx,seriesid,character varying(10),23,,238529088
voteanalysis_npx,fundlei,character varying(20),24,,238529088
voteanalysis_npx,filertype,character varying(4),25,,238529088
voteanalysis_npx,sharesvoted,double precision,26,,238529088
voteanalysis_npx,sharesonloan,double precision,27,,238529088
voteanalysis_npx,splityn,double precision,28,,238529088
voteanalysis_npx,seccategory,character varying(150),29,,238529088
voteanalysis_npx,totalsharesvoted,double precision,30,,238529088
